occupation_item_id	occupation_counts	en_label	en_description
3931989	8	museum registrar	person who implements policies and procedures related to the care of collections of cultural institutions
14541763	2		
862632	22	air traffic controller	specialist responsible for the safe, orderly, and expeditious flow of air traffic
67020237	5	freestyle motocross rider	participant in the sport of freestyle motocross
63065786	7	rugby sevens coach	
1709	1	Schwerin	capital city of Mecklenburg-Vorpommern, Germany
19798999	436	acarologist	zoologist specializing in acarology
2101735	6	Police Chief Inspector	
131132	4	Benedictines	Roman Catholic religious order
3069732	24	ironworker	
1528905	33	newsagent	shop or person selling newspapers and magazines
2310380	9	toy maker	person who makes toys
1090219	30	building superintendent	manager, maintenance or repair person, custodian or janitor
1208613	18	diamond cutter	profession
706633	1	Italian resistance movement	Italian combatant organizations opposed to Nazi Germany and Mussolini
5884056	5		
2294052	15	radiographer	specialist in the imaging of human anatomy for diagnosis and treatment of pathology
48938223	3	TikTok	short video app
729924	1	Prince regent	
16747019	10	hypnotherapist	profession; person practising hypnotherapy
47462924	4		
1771040	9	stringer	
57540237	3	sardine cannery worker	
43464841	5	merchant banker	
302691	19	military attaché	military expert who is attached to a diplomatic mission
18460365	1	Defense attaché (Japan Self-Defense Forces)	Defense attachés of the Japan Self-Defense Forces attached to Japanese embassies abroad
1954172	15	muse	person who inspires another person to creative achievement/work
19823475	2	prefect of the Vatican Library	
56039812	3	fire protection engineer	
21002273	3	computer hardware engineer	profession
1753045	4	museum education	specialized field devoted to the education role of non-formal education spaces or museums
5155576	13	company secretary	person responsible for the efficient administration of a company
40126298	3	railwayman	person who works in rail transport
10495188	4		
21088197	13	fortepianist	musician who plays the fortepiano
2362574	3	Collegiate Councillor	
36442	10	political science	social science concerned with the study of politics and political systems
212	1	Ukraine	sovereign state in Eastern Europe
4455875	9	Termen-Yelga Microdistrict	
994779	7	delegate	individual who speaks or acts on behalf of an organization
46158	9	humanism	philosophy valuing human achievements
7454937	1	Serjeant at Arms of the British House of Commons	parliamentary official responsible for order in the House of Commons
19691902	29	gold prospector	
4521531	14	checker problemist	
5135542	23	cloth merchant	one who sells cloth
677455	3	State Councillor	A title used in the Russian Empire
1937003	37	ministry official	
7316604	4	retail clerk	
630800	1	slacker	person who habitually avoids work or lacks work ethic
30341438	13	quilt maker	artisan who makes quilts
25447215	3		
547457	11	curandero	traditional healer
155435	1	SS-Brigadeführer	Nazi party paramilitary rank
739104	4	planter	Wikimedia disambiguation page
27645484	9	cirripedologist	scientist who studies barnacles
27497422	71	helminthologist	scientist specialising in helminthology
38687772	78	annelidologist	scientist who studies annelids
16037036	21	paleobiologist	
60620926	10	wood anatomist	profession
59965934	6	micropaleontologist	occupation
29452088	11	photoengraver	person who makes photoengravings
27830713	32	chiropterologist	scientist who studies bats
166861	11	Cistercians	Catholic religious order
186286	5	vaudeville	genre of variety entertainment in the United States and Canada from the early 1880s until the early 1930s
12764792	884	Ph.D. candidate	person doing research in order to obtain a Ph.D. (doctoral) degree
1907218	1	surgeon's assistant	person who assists with a surgical operation under the direction of a surgeon
1218704	1	échevin	municipal office in Luxembourg and Belgium (where it is also known as a schepen). The equivalent office in the Netherlands is also known as an schepen and similar offices include the Italian scabino, the German Schöffe, and the Czech šepmistr.
348951	2	Rector	Wikimedia disambiguation page
3765897	43	pubblicista journalist	Italian classification of journalist
27306	1	Kingdom of Prussia	former German state (1701–1918)
12788301	24		
6785142	9	master mariner	
144075	25	dental technician	technologist working on dental appliances
52228055	15	internet entrepreneur	
2114175	6	provost	senior academic administrator at many institutions of higher education
570018	2	history of ideas	A field of research
42510715	1		
1251349	8	personal physician	medical doctor appointed to the service of important personages, such as royalty, aristocrats, presidents, the Pope or a senior politician
35395	2	phonetics	branch of linguistics that comprises the study of the sounds of human speech
7922	12	pedagogy	the study of education
4335218	20	Milking machine operator	
49199851	2	translation researcher	scientist working in translation studies
9298846	11	federal judge	
14761450	7	Member of Congress	person who has been appointed or elected to a congress
2073907	19	travel guide	profession in the tourist industry
1160621	16	local history	local area's history
51785	1	stormtrooper	fictional soldiers from the Star Wars universe
1622615	1	Chief Rabbinate of Israel	position
67649782	2	finger painter	
14850922	6	public debate	
21074077	1	colonel	military rank of France
6007439	2	Importer	
15113603	18	municipal councillor	member of a municipal council in France
1208422	7	dialect literature	
27929486	26	tardigradologist	scientist who studies tardigrades
2872378	1	video game author	
56285767	16	computer engineer	profession
61743042	3	film colorist	profession; person responsible for color grading and color correction of audio-visual works
6581097	6	male	human gender (use with P21)
11481849	2	Bakushin	
18342738	4	public speaking	process and act of speaking or giving a lecture to a group of people in a structured, deliberate manner intended to inform, influence, or entertain a listening audience
788558	6	plant breeding	the art and science of changing the traits of plants in order to produce desired characteristics
21074294	1	lieutenant	french military rank
4146578	6	Second State Duma of the Russian Empire	legislative body in the Russian empire (1907)
757833	4	stallion	male horse that has not been gelded (castrated)
211773	25	show jumping	part of a group of English riding equestrian events
29169143	79	data scientist	person studying and working with data
13750074	2	Fuji	
12304425	43	food scientist	profession
501700	3	counterintelligence	Information gathered and activities conducted to protect against espionage or other intelligence activities
63677518	2	oil miller	profession
40881196	158	printer-bookseller	
1078262	3	database administrator	profession
914856	7	historic preservation	preservation of items of historical significance
3149494	1		
21509814	24	group activist	
21507902	3	Malíř	family name
8338	4	trumpet	musical instrument with the highest register in the brass family
26203875	1	consul of the Roman Empire	
2993098	8	Marshal of Nobility	
4135300	1		
60223236	9	television executive	
7894900	4	University Professorship	
12809351	1	The Bread Seller Woman	1965 film
66581878	15	social anthropologist	
46995388	2		
2005653	36	county court bailiff	officer of the court who is employed to execute writs and processes and make arrests
159394	3	defendant	accused person
814356	6	call girl	sex worker
1020410	3	Master gunsmiths	occupation
27897407	2	neuroembryologist	occupation
52008306	15	mixed martial arts judge	
4951972	16	boxing judge	
499143	13	preceptor	
23045969	4	sharecropper	occupation
2792793	3	paremiographer	
174932	1	Court of Cassation	Greek Supreme Court
3557111	1	Ministry of Justice, Transparency and Human Rights	Greece
1968342	1	official scorer	Person who records the official record of events in a baseball game
