item_id	occupation_count	occupation	description	in_google_news	language_detected	source	label	labeled_by	label_error_reason
1440873	32	showrunner	person who is responsible for the day-to-day operation of a television show	1	en	wikidata	1	human	
11897839	6	organization leader	administrative position in Finnish associations	0	en	wikidata	-1		
448553	2	surgical technologist	profession	1	en	wikidata	1	human	
9867473	1	The Assassin	1967 film by Chang Cheh	0	en	wikidata	-1		
4618975	15	Doctor of Science	honorific title for a holder of a doctoral degree	0	en	wikidata	-1		
1025392	1	Caeretan hydria		0	mi	wikidata	-1		
21550382	23	bagpiper	musician who plays the bagpipes	1	tl	wikidata	1	human	
152074	1	bankruptcy	legal status of a person or other entity that cannot repay the debts it owes to creditors	1	nl	wikidata	0	human	
21009864	25	violin maker	maker of bowed string instruments	0	da	wikidata	-1		
27926658	1	trip advisor	occupation	0	ro	wikidata	-1		
903810	7	magnate	noble family	1	en	wikidata	1	human	
48803	3	horticulture	culture of plants, mainly for food, materials, comfort and beauty	1	en	wikidata	0	human	
790024	3	extrasensory perception	Reception of information via extra senses	1	en	wikidata	0	human	
3780304	12	member of the general council	elected member of the local assembly of a French department (before March 2015)	0	en	wikidata	-1		
27469950	3	laconian vase-painter		0	ia	wikidata	-1		
1750812	1	ergonomics	study of designing equipment and devices that fit the human body and its cognitive abilities	1	tr	wikidata	0	human	
1898366	1	bioclimatology		0	tr	wikidata	-1		
1138951	1	cognitive neuroscience		1	en	wikidata	0	human	
52769526	43	parochus	Catholic priest in front of a Catholic parish	0	Unknown	wikidata	-1		
5178440	10	court reporter	profession	0	fr	wikidata	-1		
5166535	3	conveyancer		1	oc	wikidata	1	human	
1644347	13	audiologist	profession concerning audiology	1	en	wikidata	1	human	
21505859	28	ancient Greek potter		0	nl	wikidata	-1		
23924989	25	distiller	owner of or worker at a distillery	1	sv	wikidata	1	human	
134995	7	bibliography		1	ia	wikidata	0	human	
269323	1	natural philosophy	ancient philosophical study of nature and physical universe that was dominant before the development of modern science. It is considered to be the precursor of natural science	0	en	wikidata	-1		
28869945	7	caterer	food professional who provides catering	1	oc	wikidata	1	human	
256876	5	repentista	profession	0	ro	wikidata	1	human	
1229301	2	dissenter	one who disagrees in matters of opinion, belief, etc.	1	en	wikidata	1	human	
24698392	3	antiimperialist	person espousing anti-imperialism	0	af	wikidata	-1		
2878105	9	energy engineer		0	nl	wikidata	-1		
2341687	1	Bow Street Runners	police force	0	en	wikidata	-1		
18844279	29	marine engineer	occupation	0	nl	wikidata	-1		
13968	19	probation officer	supervises offenders released from incarceration	0	en	wikidata	-1		
1240569	58	professor emeritus	retired university professor who maintains links with their former institution	1	la	wikidata	1	human	
11073	1	list of astronomers	Wikimedia list article	0	en	wikidata	-1		
32860750	2	tachygraph		0	Unknown	wikidata	-1		
27043448	16	Flemish professor	professor in the Flemish Community	0	en	wikidata	-1		
27827744	23	management consultant	occupation	0	en	wikidata	-1		
76888740	11	tapestry dealer	businessperson who buys and sells tapestries	0	da	wikidata	-1		
1455	5	field hockey	team sport version of hockey played on grass or turf with sticks and a round ball	0	Unknown	wikidata	-1		
325380	5	Stadtholder	title used in parts of Europe	0	da	wikidata	-1		
3008151	4	Cyber-dissident	person who voices political dissent on the Internet	0	fr	wikidata	-1		
6102247	24	film or television director		0	en	wikidata	-1		
19542123	35	vice-chancellor	academic position	0	en	wikidata	1	human	
20725573	2	Geheimer Regierungsrat		0	de	wikidata	1	human	
1221610	8	coachman	driver of a coach or carriage	1	gl	wikidata	1	human	
5096974	1	chief content officer	executive responsible for content in broadcasting	0	en	wikidata	-1		
1537665	2	Kaptein	Tribal chief in South and South-West Africa	1	nl	wikidata	0	human	
23670153	27	president of a non-profit organisation		0	en	wikidata	-1		
155511	1	plant nursery	facility where plants are propagated and grown to usable size	0	en	wikidata	-1		
816432	75	project manager	professional in the field of project management	0	oc	wikidata	-1		
31728	13	public administration	public leadership of public affairs directly responsible for executive action	0	en	wikidata	-1		
751148	2	Congregation of the Most Holy Redeemer	Roman Catholic holy order	0	en	wikidata	-1		
543	1	censorship	practice of suppressing speech or other public communication	1	en	wikidata	0	human	
26387816	2	carpet weaver	someone who creates carpets	1	en	wikidata	1	human	
8071177	2	landscape design	art tradition, practised by landscape designers, combining nature and culture	0	en	wikidata	-1		
101333	12	mechanical engineering	engineering discipline and economic branch	1	en	wikidata	0	human	
28815523	94	coleopterist	person who is specialized in coleopterology	0	Unknown	wikidata	-1		
1489454	11	harbourmaster	official	1	da	wikidata	1	human	
7252	8	feminism	collection of movements and ideologies aimed at defining, establishing, and defending gender equality, including equal rights for women and girls	1	da	wikidata	0	human	
690928	27	Schultheiß	Historical occupation	0	de	wikidata	-1		
19610203	1	Candidate of Medicine scientific		0	en	wikidata	-1		
395	5	mathematics	science of the structure of abstract objects such as numbers, spaces, functions and relations	1	en	wikidata	0	human	
28790199	12	defectologist		0	en	wikidata	-1		
1577604	1	Regidor	Colombian municipality of the department of Bolívar	1	la	wikidata	1	human	
47494964	63	miniaturist	artist who creates works in miniature, such as paintings, photographs, furniture, and other objects	1	et	wikidata	1	human	
445162	3	Evangelist	Wikimedia disambiguation page	1	de	wikidata	1	human	
1639269	4	Focus puller	Photography	0	sv	wikidata	-1		
52181037	10	neighborhood activist		0	en	wikidata	-1		
66839062	3	savateur		0	Unknown	wikidata	-1		
6241	1	patriotism	devotion to one's country	1	io	wikidata	0	human	
10265290	6	Brazilian state deputy	member of a Brazilian federal state Legislative Assembly	0	en	wikidata	-1		
3757343	2	Jihadism	Western neologism to describe armed Islamic movements	1	Unknown	wikidata	0	human	
25420150	1	State Authorized Public Auditor (Brazil)	protected work title in Brazil	0	en	wikidata	-1		
67532601	5	Jihadi brides	women participating in love jihad	0	eu	wikidata	-1		
174416	5	herpetology	study of amphibians and reptiles	1	hu	wikidata	0	human	
133805	5	epidemiology	study of the patterns, causes, and effects of health and disease conditions	1	hu	wikidata	0	human	
1371914	39	soloist	musician who emerges with their performance as an individual	1	nl	wikidata	1	human	
12307965	27	debater	person who participates in a debate	1	la	wikidata	1	human	
16009129	56	magistrat	magistrate in the jurisdiction of France	0	la	wikidata	1	human	
29367579	3	bioacoustician		0	ro	wikidata	-1		
26692360	1	mayor of Villasabariego	political position in Spain	0	jv	wikidata	-1		
1443775	3	hierophant		0	ga	wikidata	-1		
38967	1	Herding dog	type of pastoral dog	0	en	wikidata	-1		
233053	5	bicycle mechanic	profession	0	Unknown	wikidata	-1		
1072339	7	chief marketing officer	highest ranking executive-level position focusing on marketing	0	en	wikidata	-1		
1271335	4	Muhaqqaq	Arabic calligraphic script	0	Unknown	wikidata	-1		
5419944	1	executive president	president who exercises active executive power in an organization	0	en	wikidata	-1		
59273465	7	deltiologist		0	de	wikidata	-1		
47532307	28	Rabbinic literature scholar	scholar especialised in Rabbinic literature	0	en	wikidata	-1		
27334449	5	proctologist		1	en	wikidata	1	human	
7097633	27	Ashik	Saz poets	1	Unknown	wikidata	0	human	
520611	1	mountain biking	bicycling sport	1	en	wikidata	0	human	
125191	6	photograph	image created by light falling on a light-sensitive surface	1	en	wikidata	0	human	
214719	3	bibliophilia	love of books	0	ia	wikidata	-1		
6407545	12	baccalaureate tenured teacher		0	fr	wikidata	-1		
31687	46	baritone	type of classical male singing voice in middle range	1	Unknown	wikidata	1	cleanlab	
4058249	1	Azerbaijan State Academy of Art		0	en	wikidata	-1		
11051391	24	envoy	diplomatic rank, head of a legation	1	es	wikidata	1	human	
695521	4	professional hunter	person who hunts and/or manages game by profession	0	en	wikidata	-1		
1327130	58	electronics technician	profession	0	en	wikidata	-1		
189409	3	lottery	gambling which involves the drawing of lots for a prize	1	en	wikidata	0	human	
7069608	2	numbers game	illegal lottery	0	en	wikidata	-1		
3555971	17	Jules Verne specialist		0	en	wikidata	-1		
3796928	18	government employee	employee who works for a state	0	fr	wikidata	-1		
6805589	23	media consultant		0	Unknown	wikidata	-1		
54855620	8	transcriber	one who contributes to a resource by changing it from one system of notation to another	1	la	wikidata	1	human	
6408486	2	shoemaking	process of making footwear	1	en	wikidata	0	human	
20757589	15	aerodynamicist	specialist (scientist, engineer) skilled in aerodynamics	1	Unknown	wikidata	1	human	
953355	1	Norroy and Ulster King of Arms	Officers of Arms of the College of Arms of the United Kingdom	0	en	wikidata	-1		
3931989	8	museum registrar	person who implements policies and procedures related to the care of collections of cultural institutions	0	la	wikidata	-1		
862632	22	air traffic controller	specialist responsible for the safe, orderly, and expeditious flow of air traffic	0	en	wikidata	-1		
67020237	5	freestyle motocross rider	participant in the sport of freestyle motocross	1	en	wikidata	1	human	
63065786	7	rugby sevens coach		0	en	wikidata	-1		
1709	1	Schwerin	capital city of Mecklenburg-Vorpommern, Germany	1	lb	wikidata	0	human	
19798999	436	acarologist	zoologist specializing in acarology	0	en	wikidata	-1		
2101735	6	Police Chief Inspector		0	en	wikidata	-1		
131132	4	Benedictines	Roman Catholic religious order	1	la	wikidata	0	human	
3069732	24	ironworker		1	tr	wikidata	1	human	
1528905	33	newsagent	shop or person selling newspapers and magazines	1	en	wikidata	1	human	
2310380	9	toy maker	person who makes toys	0	ga	wikidata	-1		
1090219	30	building superintendent	manager, maintenance or repair person, custodian or janitor	0	da	wikidata	1	human	
1208613	18	diamond cutter	profession	0	it	wikidata	-1		
706633	1	Italian resistance movement	Italian combatant organizations opposed to Nazi Germany and Mussolini	0	en	wikidata	-1		
2294052	15	radiographer	specialist in the imaging of human anatomy for diagnosis and treatment of pathology	1	da	wikidata	1	human	
48938223	3	TikTok	short video app	1	sv	wikidata	0	human	
729924	1	Prince regent		0	fr	wikidata	-1		
16747019	10	hypnotherapist	profession; person practising hypnotherapy	1	en	wikidata	1	human	
1771040	9	stringer		1	da	wikidata	1	human	
57540237	3	sardine cannery worker		0	en	wikidata	-1		
43464841	5	merchant banker		1	br	wikidata	1	human	
302691	19	military attaché	military expert who is attached to a diplomatic mission	0	it	wikidata	-1		
18460365	1	Defense attaché (Japan Self-Defense Forces)	Defense attachés of the Japan Self-Defense Forces attached to Japanese embassies abroad	0	fr	wikidata	-1		
1954172	15	muse	person who inspires another person to creative achievement/work	1	en	wikidata	1	human	
19823475	2	prefect of the Vatican Library		0	en	wikidata	-1		
56039812	3	fire protection engineer		0	nl	wikidata	-1		
21002273	3	computer hardware engineer	profession	0	nl	wikidata	-1		
1753045	4	museum education	specialized field devoted to the education role of non-formal education spaces or museums	0	et	wikidata	-1		
5155576	13	company secretary	person responsible for the efficient administration of a company	0	pt	wikidata	-1		
40126298	3	railwayman	person who works in rail transport	1	en	wikidata	1	human	
21088197	13	fortepianist	musician who plays the fortepiano	1	de	wikidata	1	human	
2362574	3	Collegiate Councillor		0	en	wikidata	-1		
36442	10	political science	social science concerned with the study of politics and political systems	0	en	wikidata	-1		
212	1	Ukraine	sovereign state in Eastern Europe	1	et	wikidata	0	human	
4455875	9	Termen-Yelga Microdistrict		0	Unknown	wikidata	-1		
994779	7	delegate	individual who speaks or acts on behalf of an organization	1	pt	wikidata	1	cleanlab	
46158	9	humanism	philosophy valuing human achievements	1	en	wikidata	0	human	
7454937	1	Serjeant at Arms of the British House of Commons	parliamentary official responsible for order in the House of Commons	0	en	wikidata	-1		
19691902	29	gold prospector		0	en	wikidata	-1		
4521531	14	checker problemist		0	en	wikidata	-1		
5135542	23	cloth merchant	one who sells cloth	0	fr	wikidata	-1		
677455	3	State Councillor	A title used in the Russian Empire	0	es	wikidata	-1		
1937003	37	ministry official		0	en	wikidata	-1		
7316604	4	retail clerk		0	en	wikidata	-1		
630800	1	slacker	person who habitually avoids work or lacks work ethic	1	sv	wikidata	1	human	
30341438	13	quilt maker	artisan who makes quilts	0	oc	wikidata	-1		
547457	11	curandero	traditional healer	1	it	wikidata	0	human	
155435	1	SS-Brigadeführer	Nazi party paramilitary rank	0	de	wikidata	-1		
739104	4	planter	Wikimedia disambiguation page	1	da	wikidata	1	human	
27645484	9	cirripedologist	scientist who studies barnacles	0	la	wikidata	-1		
27497422	71	helminthologist	scientist specialising in helminthology	0	de	wikidata	-1		
38687772	78	annelidologist	scientist who studies annelids	0	tr	wikidata	-1		
